,RESOLUCAO,EMPRESA,AUTORIZACAO,NOME_PRODUTO_MARCA,NUMERO_PROCESSO,NUMERO_REGISTRO,VENDA_EMPREGO,VENCIMENTO,APRESENTACAO,VALIDADE_PRODUTO,CATEGORIA_ID,ASSUNTO_ID,EXPEDIENTE_PETICAO,VERSAO
15,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",BOMBRIL S/A,3.00589-1,PINHO BRIL,5351.020985/2003-91,3.0589.0201.012-1,PRODUTO DE VENDA LIVRE,2028-05-01,FRASCO PLÁSTICO OPACO SQUEEZE + CAIXA DE PAPELÃO,2 Ano(s),3205061,332,7612077/21-3,CITRUS
16,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",BOMBRIL S/A,3.00589-1,PINHO BRIL,5351.020985/2003-91,3.0589.0201.012-1,PRODUTO DE VENDA LIVRE,2028-05-01,FRASCO PLÁSTICO OPACO SQUEEZE + CAIXA DE PAPELÃO,2 Ano(s),3205061,389,8424751/21-3,CITRUS
17,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",BOMBRIL S/A,3.00589-1,PINHO BRIL,5351.020985/2003-91,3.0589.0201.013-1,PRODUTO DE VENDA LIVRE,2028-05-01,FRASCO PLÁSTICO OPACO SQUEEZE + CAIXA DE PAPELÃO,2 Ano(s),3205061,332,7612077/21-3,LAVANDA
18,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",BOMBRIL S/A,3.00589-1,PINHO BRIL,5351.020985/2003-91,3.0589.0201.013-1,PRODUTO DE VENDA LIVRE,2028-05-01,FRASCO PLÁSTICO OPACO SQUEEZE + CAIXA DE PAPELÃO,2 Ano(s),3205061,389,8424751/21-3,LAVANDA
19,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",BOMBRIL S/A,3.00589-1,PINHO BRIL,5351.020985/2003-91,3.0589.0201.014-8,PRODUTO DE VENDA LIVRE,2028-05-01,FRASCO PLÁSTICO OPACO SQUEEZE + CAIXA DE PAPELÃO,2 Ano(s),3205061,332,7612077/21-3,MARINE
20,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",BOMBRIL S/A,3.00589-1,PINHO BRIL,5351.020985/2003-91,3.0589.0201.014-8,PRODUTO DE VENDA LIVRE,2028-05-01,FRASCO PLÁSTICO OPACO SQUEEZE + CAIXA DE PAPELÃO,2 Ano(s),3205061,389,8424751/21-3,MARINE
21,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",BOMBRIL S/A,3.00589-1,PINHO BRIL,5351.020985/2003-91,3.0589.0201.015-6,PRODUTO DE VENDA LIVRE,2028-05-01,FRASCO PLÁSTICO OPACO SQUEEZE + CAIXA DE PAPELÃO,2 Ano(s),3205061,332,7612077/21-3,FLORES DE LIMÃO
22,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",BOMBRIL S/A,3.00589-1,PINHO BRIL,5351.020985/2003-91,3.0589.0201.015-6,PRODUTO DE VENDA LIVRE,2028-05-01,FRASCO PLÁSTICO OPACO SQUEEZE + CAIXA DE PAPELÃO,2 Ano(s),3205061,389,8424751/21-3,FLORES DE LIMÃO
23,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",BOMBRIL S/A,3.00589-1,PINHO BRIL,5351.020985/2003-91,3.0589.0201.016-4,PRODUTO DE VENDA LIVRE,2028-05-01,FRASCO PLÁSTICO OPACO SQUEEZE + CAIXA DE PAPELÃO,2 Ano(s),3205061,332,7612077/21-3,CAMPOS DE LAVANDA
24,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",BOMBRIL S/A,3.00589-1,PINHO BRIL,5351.020985/2003-91,3.0589.0201.016-4,PRODUTO DE VENDA LIVRE,2028-05-01,FRASCO PLÁSTICO OPACO SQUEEZE + CAIXA DE PAPELÃO,2 Ano(s),3205061,389,8424751/21-3,CAMPOS DE LAVANDA
25,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",BOMBRIL S/A,3.00589-1,PINHO BRIL,5351.020985/2003-91,3.0589.0201.017-2,PRODUTO DE VENDA LIVRE,2028-05-01,FRASCO PLÁSTICO OPACO SQUEEZE + CAIXA DE PAPELÃO,2 Ano(s),3205061,332,7612077/21-3,BRISA DO OCEANO
26,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",BOMBRIL S/A,3.00589-1,PINHO BRIL,5351.020985/2003-91,3.0589.0201.017-2,PRODUTO DE VENDA LIVRE,2028-05-01,FRASCO PLÁSTICO OPACO SQUEEZE + CAIXA DE PAPELÃO,2 Ano(s),3205061,389,8424751/21-3,BRISA DO OCEANO
27,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",BOMBRIL S/A,3.00589-1,PINHO BRIL,5351.020985/2003-91,3.0589.0201.018-0,PRODUTO DE VENDA LIVRE,2028-05-01,FRASCO PLÁSTICO OPACO SQUEEZE + CAIXA DE PAPELÃO,2 Ano(s),3205061,332,7612077/21-3,BRISA DO MAR
28,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",BOMBRIL S/A,3.00589-1,PINHO BRIL,5351.020985/2003-91,3.0589.0201.018-0,PRODUTO DE VENDA LIVRE,2028-05-01,FRASCO PLÁSTICO OPACO SQUEEZE + CAIXA DE PAPELÃO,2 Ano(s),3205061,389,8424751/21-3,BRISA DO MAR
29,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",BTA ADITIVOS LTDA,3.04585-2,ATOPUS VEG,5351.568284/2021-11,3.4585.0035.001-2,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,2032-02-01,BALDE PLASTICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3211062,30020,None,None
30,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",BTA ADITIVOS LTDA,3.04585-2,ATOPUS VEG,5351.568284/2021-11,3.4585.0035.002-0,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,2032-02-01,TUBO DE PAPELÃO COM TAMPA E FUNDO METÁLICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3211062,30020,None,None
31,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",FABRICA CORDEIRO LTDA EPP,3.02266-8,DESINFETANTE BRANMIX,5351.071487/2022-70,3.2266.0011.001-2,PRODUTO DE VENDA LIVRE,2032-02-01,DESINFETANTE PINHO BRANMIX + FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO,24 Meses,3205061,30020,None,None
32,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",FABRICA CORDEIRO LTDA EPP,3.02266-8,DESINFETANTE BRANMIX,5351.071487/2022-70,3.2266.0011.002-0,PRODUTO DE VENDA LIVRE,2032-02-01,DESINFETANTE EUCALIPTO BRANMIX + FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO,24 Meses,3205061,30020,None,None
33,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",FABRICA CORDEIRO LTDA EPP,3.02266-8,DESINFETANTE BRANMIX,5351.071487/2022-70,3.2266.0011.003-9,PRODUTO DE VENDA LIVRE,2032-02-01,DESINFETANTE LAVANDA BRANMIX + FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO,24 Meses,3205061,30020,None,None
34,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",FABRICA CORDEIRO LTDA EPP,3.02266-8,DESINFETANTE BRANMIX,5351.071487/2022-70,3.2266.0011.004-7,PRODUTO DE VENDA LIVRE,2032-02-01,DESINFETANTE FLORAL BRANMIX + FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO,24 Meses,3205061,30020,None,None
35,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",INTERFINA AGROQUIMICA LTDA-EPP,3.05685-4,TIAMOXAM 750 WG,5351.049225/2022-29,3.5685.0048.001-7,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,2032-02-01,SACO PLASTICO + CAIXA DE PAPELAO,24 Meses,3206025,30020,None,None
36,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",INTERLANDIA LTDA,3.01082-5,DESINFETANTE DRAGÃO,5351.111721/2012-32,3.1082.0008.001-4,PRODUTO DE VENDA LIVRE,2027-05-01,FRASCO DE PLASTICO OPACO + CAIXA DE PAPELAO,12 Meses,3205061,389,4491114/21-8,EUCALIPTO
37,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",INTERLANDIA LTDA,3.01082-5,DESINFETANTE DRAGÃO,5351.111721/2012-32,3.1082.0008.002-2,PRODUTO DE VENDA LIVRE,2027-05-01,FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO,12 Meses,3205061,389,4491114/21-8,EUCALIPTO
38,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",INTERLANDIA LTDA,3.01082-5,DESINFETANTE DRAGÃO,5351.111721/2012-32,3.1082.0008.003-0,PRODUTO DE VENDA LIVRE,2027-05-01,FRASCO DE PLASTICO OPACO + CAIXA DE PAPELAO,12 Meses,3205061,389,4491114/21-8,FLORAL
39,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",INTERLANDIA LTDA,3.01082-5,DESINFETANTE DRAGÃO,5351.111721/2012-32,3.1082.0008.004-9,PRODUTO DE VENDA LIVRE,2027-05-01,FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO,12 Meses,3205061,389,4491114/21-8,FLORAL
40,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",INTERLANDIA LTDA,3.01082-5,DESINFETANTE DRAGÃO,5351.111721/2012-32,3.1082.0008.005-7,PRODUTO DE VENDA LIVRE,2027-05-01,FRASCO DE PLASTICO OPACO + CAIXA DE PAPELAO,12 Meses,3205061,389,4491114/21-8,LAVANDA
41,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",INTERLANDIA LTDA,3.01082-5,DESINFETANTE DRAGÃO,5351.111721/2012-32,3.1082.0008.006-5,PRODUTO DE VENDA LIVRE,2027-05-01,FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO,12 Meses,3205061,389,4491114/21-8,LAVANDA
42,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",INTERLANDIA LTDA,3.01082-5,DESINFETANTE DRAGÃO,5351.111721/2012-32,3.1082.0008.007-3,PRODUTO DE VENDA LIVRE,2027-05-01,FRASCO DE PLASTICO OPACO + CAIXA DE PAPELAO,12 Meses,3205061,389,4491114/21-8,CITRUS
43,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",INTERLANDIA LTDA,3.01082-5,DESINFETANTE DRAGÃO,5351.111721/2012-32,3.1082.0008.008-1,PRODUTO DE VENDA LIVRE,2027-05-01,FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO,12 Meses,3205061,389,4491114/21-8,CITRUS
44,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",INTERLANDIA LTDA,3.01082-5,DESINFETANTE DRAGÃO,5351.111721/2012-32,3.1082.0008.009-1,PRODUTO DE VENDA LIVRE,2027-05-01,FRASCO DE PLASTICO OPACO + CAIXA DE PAPELAO,12 Meses,3205061,389,4491114/21-8,PINHO
45,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",INTERLANDIA LTDA,3.01082-5,DESINFETANTE DRAGÃO,5351.111721/2012-32,3.1082.0008.010-3,PRODUTO DE VENDA LIVRE,2027-05-01,FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO,12 Meses,3205061,389,4491114/21-8,PINHO
46,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",INTERLANDIA LTDA,3.01082-5,DESINFETANTE DRAGÃO,5351.111721/2012-32,3.1082.0008.011-1,PRODUTO DE VENDA LIVRE,2027-05-01,FRASCO DE PLASTICO OPACO + CAIXA DE PAPELAO,12 Meses,3205061,389,4491114/21-8,CAMPESTRE
47,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",INTERLANDIA LTDA,3.01082-5,DESINFETANTE DRAGÃO,5351.111721/2012-32,3.1082.0008.012-1,PRODUTO DE VENDA LIVRE,2027-05-01,FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO,12 Meses,3205061,389,4491114/21-8,CAMPESTRE
48,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",ISOPAR - INDUSTRIA DE SABÕES E ÓLEOS PARAENSE LTDA,3.07571-2,DESINFETANTE DU REI,5351.071451/2022-96,3.7571.0001.001-0,PRODUTO DE VENDA LIVRE,2032-02-01,LAVANDA + FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO,24 Meses,3205061,30020,None,None
49,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",ISOPAR - INDUSTRIA DE SABÕES E ÓLEOS PARAENSE LTDA,3.07571-2,DESINFETANTE DU REI,5351.071451/2022-96,3.7571.0001.002-9,PRODUTO DE VENDA LIVRE,2032-02-01,LIMÃO + FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO,24 Meses,3205061,30020,None,None
50,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",ISOPAR - INDUSTRIA DE SABÕES E ÓLEOS PARAENSE LTDA,3.07571-2,DESINFETANTE DU REI,5351.071451/2022-96,3.7571.0001.003-7,PRODUTO DE VENDA LIVRE,2032-02-01,CITRUS + FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO,24 Meses,3205061,30020,None,None
51,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",ISOPAR - INDUSTRIA DE SABÕES E ÓLEOS PARAENSE LTDA,3.07571-2,DESINFETANTE DU REI,5351.071451/2022-96,3.7571.0001.004-5,PRODUTO DE VENDA LIVRE,2032-02-01,FLORAL + FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO,24 Meses,3205061,30020,None,None
52,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",ISOPAR - INDUSTRIA DE SABÕES E ÓLEOS PARAENSE LTDA,3.07571-2,DESINFETANTE DU REI,5351.071451/2022-96,3.7571.0001.005-3,PRODUTO DE VENDA LIVRE,2032-02-01,TALCO + FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO,24 Meses,3205061,30020,None,None
53,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",ISOPAR - INDUSTRIA DE SABÕES E ÓLEOS PARAENSE LTDA,3.07571-2,DESINFETANTE DU REI,5351.071451/2022-96,3.7571.0001.006-1,PRODUTO DE VENDA LIVRE,2032-02-01,MARINE + FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO,24 Meses,3205061,30020,None,None
54,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",ISOPAR - INDUSTRIA DE SABÕES E ÓLEOS PARAENSE LTDA,3.07571-2,DESINFETANTE DU REI,5351.071451/2022-96,3.7571.0001.007-1,PRODUTO DE VENDA LIVRE,2032-02-01,JASMIM + FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO,24 Meses,3205061,30020,None,None
55,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",ISOPAR - INDUSTRIA DE SABÕES E ÓLEOS PARAENSE LTDA,3.07571-2,DESINFETANTE DU REI,5351.071451/2022-96,3.7571.0001.008-8,PRODUTO DE VENDA LIVRE,2032-02-01,PINHO + FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO,24 Meses,3205061,30020,None,None
56,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",josé antonio pereira de oliveira,3.05481-9,ÁGUA SANITÁRIA GLOBO,5351.266707/2014-29,3.5481.0001.001-9,PRODUTO DE VENDA LIVRE,2019-07-01,FRASCO DE PLASTICO OPACO + CAIXA DE PAPELAO,6 Meses,3103033,389,2655374/21-5,None
57,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",josé antonio pereira de oliveira,3.05481-9,ÁGUA SANITÁRIA GLOBO,5351.266707/2014-29,3.5481.0001.002-7,PRODUTO DE VENDA LIVRE,2019-07-01,GALÃO PLÁSTICO + ACONDICIONAMENTO NÃO PREVISTO NA TABELA,6 Meses,3103033,389,2655374/21-5,None
58,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",KI LIMPO DO BRASIL LTDA,3.05271-3,DETERGENTE ALCALINO CONCENTRADO DEEP KLEAN,5351.030855/2022-20,3.5271.0030.001-4,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,2032-02-01,GALAO PLASTICO + CAIXA DE PAPELAO,24 Meses,3211042,30020,None,None
59,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",KI LIMPO DO BRASIL LTDA,3.05271-3,DETERGENTE ALCALINO CONCENTRADO DEEP KLEAN,5351.030855/2022-20,3.5271.0030.002-2,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,2032-02-01,BOMBONA PLASTICA,24 Meses,3211042,30020,None,None
60,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",KI LIMPO DO BRASIL LTDA,3.05271-3,DETERGENTE ALCALINO DESINCRUSTANTE DECRUST KLEAN,5351.071486/2022-25,3.5271.0031.001-1,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,2032-02-01,TRADICIONAL + GALAO PLASTICO + CAIXA DE PAPELAO,24 Meses,3222030,30020,None,None
61,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",KI LIMPO DO BRASIL LTDA,3.05271-3,DETERGENTE ALCALINO DESINCRUSTANTE DECRUST KLEAN,5351.071486/2022-25,3.5271.0031.002-8,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,2032-02-01,TRADICIONAL + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3222030,30020,None,None
62,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",LQB LABORATORIO QUIMICO BRASILEIRO - INDUSTRIA E COMERCIO EIRELI - EPP,3.07568-3,TOALETE QUÍMICO ECO-W,5351.836664/2018-98,3.7568.0008.001-3,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,2029-05-01,SACHET + CAIXA DE PAPELAO,12 Meses,3205061,330,6581984/21-3,None
63,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",MAXX QUIMICA E SISTEMAS DE LIMPEZA EIRELI,3.06833-1,CL 100 Sanit,5351.346451/2021-74,3.6833.0004.001-3,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,2032-02-01,GALAO + CAIXA DE PAPELAO,12 Meses,3205029,30020,None,None
64,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",MERCOQUÍMICA INDÚSTRIA E COMÉRCIO LTDA,3.02747-0,MERCOTECH DESINFETANTE,5351.721844/2018-76,3.2747.0142.023-8,PRODUTO DE VENDA LIVR,2029-02-01,GALAO + CAIXA DE PAPELAO,24 Meses,3205061,331,3857106/21-2,LAVENDER
65,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",MERCOQUÍMICA INDÚSTRIA E COMÉRCIO LTDA,3.02747-0,MERCOTECH DESINFETANTE,5351.721844/2018-76,3.2747.0142.024-6,PRODUTO DE VENDA LIVR,2029-02-01,BOMBONA PLASTICA OPACA + ACONDICIONAMENTO NAO PREVISTO NA TABELA,24 Meses,3205061,331,3857106/21-2,LAVENDER
66,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",ORVALHO INDUSTRIA E COMERCIO DE PRODUTOS DE LIMPEZA LTDA ME,3.06645-2,DESINFETANTE ORVALHO,5351.823621/2021-48,3.6645.0003.001-5,PRODUTO DE VENDA LIVRE,2032-02-01,DESINFETANTE EUCALIPTO + BOMBONA PLASTICA + CAIXA DE PAPELAO,24 Meses,3205061,30020,None,None
67,"RESOLUÇÃO-RE Nº 522, DE 17 DE FEVEREIRO DE 2022",ORVALHO INDUSTRIA E COMERCIO DE PRODUTOS DE LIMPEZA LTDA ME,3.06645-2,DESINFETANTE ORVALHO,5351.823621/2021-48,3.6645.0003.002-3,PRODUTO DE VENDA LIVRE,2032-02-01,DESINFETANTE FLORAL + BOMBONA PLASTICA + CAIXA DE PAPELAO,24 Meses,3205061,30020,None,None
