,RESOLUCAO,EMPRESA,AUTORIZACAO,NOME_PRODUTO_MARCA,NUMERO_PROCESSO,NUMERO_REGISTRO,VENDA_EMPREGO,VENCIMENTO,APRESENTACAO,VALIDADE_PRODUTO,CATEGORIA_ID,ASSUNTO_ID,EXPEDIENTE_PETICAO,VERSAO
38,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",CRUZEIRO ELABORACAO DE PRODUTOS DIVERSIFICADOS LTDA,3.10754-8,ÁLCOOL ETÍLICO LÍQUIDO 70 ºINPM CRUZEIRO,5351.023444/2022-88,3.0754.0007.003-9,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,2032-02-01,FRASCO DE PLASTICO OPACO + FILME PLASTICO,24 Meses,3205029,30020,None,None
39,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",CRUZEIRO ELABORACAO DE PRODUTOS DIVERSIFICADOS LTDA,3.10754-8,ÁLCOOL ETÍLICO LÍQUIDO 70 ºINPM CRUZEIRO,5351.023444/2022-88,3.0754.0007.004-7,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,2032-02-01,GALAO PLASTICO + FILME PLASTICO,24 Meses,3205029,30020,None,None
40,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",C-TEC INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA ME,3.08012-8,REMOLIMP ALCA,5351.023459/2022-46,3.8012.0054.001-2,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,2032-02-01,VERSÃO 1 + FRASCO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3222030,30020,None,None
41,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",C-TEC INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA ME,3.08012-8,REMOLIMP ALCA,5351.023459/2022-46,3.8012.0054.002-0,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,2032-02-01,VERSÃO 1 + GALAO PLASTICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3222030,30020,None,None
42,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",C-TEC INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA ME,3.08012-8,REMOLIMP ALCA,5351.023459/2022-46,3.8012.0054.003-9,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,2032-02-01,VERSÃO 1 + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3222030,30020,None,None
43,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",C-TEC INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA ME,3.08012-8,REMOLIMP ALCA,5351.023459/2022-46,3.8012.0054.004-7,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,2032-02-01,VERSÃO 1 + TAMBOR PLASTICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3222030,30020,None,None
44,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",DELAVAL LTDA,3.05569-4,RTD,5351.629633/2013-68,3.5569.0003.001-5,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,2029-02-01,BOMBONA PLASTICA,6 Meses,3222030,389,3024771/21-2,None
45,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",DELAVAL LTDA,3.05569-4,RTD,5351.629633/2013-68,3.5569.0003.002-3,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,2029-02-01,GALAO PLASTICO,6 Meses,3222030,389,3024771/21-2,None
46,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",DELAVAL LTDA,3.05569-4,RTD,5351.629633/2013-68,3.5569.0003.003-1,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,2029-02-01,TAMBOR PLASTICO,6 Meses,3222030,389,3024771/21-2,None
47,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",DELAVAL LTDA,3.05569-4,DELLA-SUPER,5351.735731/2018-58,3.5569.0013.001-1,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,2029-03-01,GALAO PLASTICO,12 Meses,3222030,389,3024623/21-3,None
48,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",DELAVAL LTDA,3.05569-4,DELLA-SUPER,5351.735731/2018-58,3.5569.0013.002-8,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,2029-03-01,BOMBONA PLASTICA OPACA,12 Meses,3222030,389,3024623/21-3,None
49,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",ECO POWER PRODUTOS DE LIMPEZA EIRELI,3.10555-1,DESINFETANTE - BIG POWER,5351.020540/2022-74,3.0555.0001.001-7,PRODUTO DE VENDA LIVRE,2032-02-01,LAVANDA + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061,30020,None,None
50,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",ECO POWER PRODUTOS DE LIMPEZA EIRELI,3.10555-1,DESINFETANTE - BIG POWER,5351.020540/2022-74,3.0555.0001.002-5,PRODUTO DE VENDA LIVRE,2032-02-01,LAVANDA + FRASCO DE PLÁSTICO TRANSLÚCIDO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061,30020,None,None
51,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",ECO POWER PRODUTOS DE LIMPEZA EIRELI,3.10555-1,DESINFETANTE - BIG POWER,5351.020540/2022-74,3.0555.0001.003-3,PRODUTO DE VENDA LIVRE,2032-02-01,EUCALIPTO + BOMBONA PLÁSTICA TRANSLÚCIDA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061,30020,None,None
52,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",ECO POWER PRODUTOS DE LIMPEZA EIRELI,3.10555-1,DESINFETANTE - BIG POWER,5351.020540/2022-74,3.0555.0001.004-1,PRODUTO DE VENDA LIVRE,2032-02-01,EUCALIPTO + FRASCO DE PLÁSTICO TRANSLÚCIDO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061,30020,None,None
53,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",ECO POWER PRODUTOS DE LIMPEZA EIRELI,3.10555-1,DESINFETANTE - BIG POWER,5351.020540/2022-74,3.0555.0001.005-1,PRODUTO DE VENDA LIVRE,2032-02-01,MARINE + BOMBONA PLÁSTICA TRANSLÚCIDA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061,30020,None,None
54,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",ECO POWER PRODUTOS DE LIMPEZA EIRELI,3.10555-1,DESINFETANTE - BIG POWER,5351.020540/2022-74,3.0555.0001.006-8,PRODUTO DE VENDA LIVRE,2032-02-01,MARINE + FRASCO DE PLÁSTICO TRANSLÚCIDO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061,30020,None,None
55,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",ECO POWER PRODUTOS DE LIMPEZA EIRELI,3.10555-1,DESINFETANTE - BIG POWER,5351.020540/2022-74,3.0555.0001.007-6,PRODUTO DE VENDA LIVRE,2032-02-01,CITRONELA + BOMBONA PLÁSTICA TRANSLÚCIDA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061,30020,None,None
56,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",ECO POWER PRODUTOS DE LIMPEZA EIRELI,3.10555-1,DESINFETANTE - BIG POWER,5351.020540/2022-74,3.0555.0001.008-4,PRODUTO DE VENDA LIVRE,2032-02-01,CITRONELA + FRASCO DE PLÁSTICO TRANSLÚCIDO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061,30020,None,None
57,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",ECO POWER PRODUTOS DE LIMPEZA EIRELI,3.10555-1,DESINFETANTE - BIG POWER,5351.020540/2022-74,3.0555.0001.009-2,PRODUTO DE VENDA LIVRE,2032-02-01,FLORAL + BOMBONA PLÁSTICA TRANSLÚCIDA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061,30020,None,None
58,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",ECO POWER PRODUTOS DE LIMPEZA EIRELI,3.10555-1,DESINFETANTE - BIG POWER,5351.020540/2022-74,3.0555.0001.010-6,PRODUTO DE VENDA LIVRE,2032-02-01,FLORAL + FRASCO DE PLÁSTICO TRANSLÚCIDO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061,30020,None,None
59,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",ECO POWER PRODUTOS DE LIMPEZA EIRELI,3.10555-1,ÁGUA SANITÁRIA - BIG POWER,5351.020541/2022-19,3.0555.0002.001-2,PRODUTO DE VENDA LIVRE,2032-02-01,BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3103033,30020,None,None
60,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",ECO POWER PRODUTOS DE LIMPEZA EIRELI,3.10555-1,ÁGUA SANITÁRIA - BIG POWER,5351.020541/2022-19,3.0555.0002.002-0,PRODUTO DE VENDA LIVRE,2032-02-01,FRASCO DE PLÁSTICO TRANSLÚCIDO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3103033,30020,None,None
61,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",gelmeza peças industriais eireli me,3.10961-2,ALKAMEZA,5351.014301/2022-85,3.0961.0001.001-7,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,2032-02-01,ÚNICA + BOMBONA PLASTICA OPACA + FILME PLASTICO,12 Meses,3222030,30020,None,None
62,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",GENESIS INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA-ME,3.06203-5,Inter Plus - Gênesis,5351.194957/2021-91,3.6203.0003.001-1,PRODUTO DE VENDA LIVR,2032-02-01,Inter Plus Roxo - Gênesis + BOMBONA PLASTICA + CAIXA DE PAPELAO,24 Meses,3222029,30020,None,None
63,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",GENESIS INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA-ME,3.06203-5,Inter Plus - Gênesis,5351.194957/2021-91,3.6203.0003.002-8,PRODUTO DE VENDA LIVR,2032-02-01,Inter Plus Roxo - Gênesis + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3222029,30020,None,None
64,"RESOLUÇÃO-RE nº 255, de 27 de janeiro de 2022",GENESIS INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA-ME,3.06203-5,Inter Plus - Gênesis,5351.194957/2021-91,3.6203.0003.003-6,PRODUTO DE VENDA LIVR,2032-02-01,Inter Plus Incolor - Gênesis + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3222029,30020,None,None
