,RESOLUCAO,EMPRESA,AUTORIZACAO,NOME_PRODUTO_MARCA,NUMERO_PROCESSO,NUMERO_REGISTRO,VENDA_EMPREGO,VENCIMENTO,APRESENTACAO,VALIDADE_PRODUTO,CATEGORIA,ASSUNTO_PETICAO,EXPEDIENTE_PETICAO,VERSAO
10,"RESOLUÇÃO-RE Nº 4.866, DE 30 DE DEZEMBRO DE 2021",ASA INDUSTRIA E COMERCIO LTDA,3.02109-6,LAVA ROUPAS INVICTO,5351.891672/2021-01,3.2109.0046.007-1,PRODUTO DE VENDA LIVRE,01/2032,COCO + SACHET + SACO PLASTICO,24 Meses,3222047 SANITIZANTE PARA TECIDOS E ROUPAS,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
11,"RESOLUÇÃO-RE Nº 4.866, DE 30 DE DEZEMBRO DE 2021",ASA INDUSTRIA E COMERCIO LTDA,3.02109-6,LAVA ROUPAS INVICTO,5351.891672/2021-01,3.2109.0046.008-1,PRODUTO DE VENDA LIVRE,01/2032,COCO + SACHET + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3222047 SANITIZANTE PARA TECIDOS E ROUPAS,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
12,"RESOLUÇÃO-RE Nº 4.866, DE 30 DE DEZEMBRO DE 2021",ASA INDUSTRIA E COMERCIO LTDA,3.02109-6,LAVA ROUPAS INVICTO,5351.891672/2021-01,3.2109.0046.009-8,PRODUTO DE VENDA LIVRE,01/2032,COCO + CAIXA PAPEL CARTAO + CAIXA DE PAPELAO,24 Meses,3222047 SANITIZANTE PARA TECIDOS E ROUPAS,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
13,"RESOLUÇÃO-RE Nº 4.866, DE 30 DE DEZEMBRO DE 2021",ATP CLEAN AMERICA LATINA INDUSTRIA E COMÉRCIO DE SANEANTES LTDA,3.10109-1,MAXIFORM,5351.897504/2021-11,3.0109.0002.001-1,PRODUTO DE VENDA LIVRE,01/2032,ALGODÃO + LATA AEROSSOL + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
14,"RESOLUÇÃO-RE Nº 4.866, DE 30 DE DEZEMBRO DE 2021",ATP CLEAN AMERICA LATINA INDUSTRIA E COMÉRCIO DE SANEANTES LTDA,3.10109-1,MAXIFORM,5351.897504/2021-11,3.0109.0002.002-8,PRODUTO DE VENDA LIVRE,01/2032,LAVANDA + LATA AEROSSOL + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
15,"RESOLUÇÃO-RE Nº 4.866, DE 30 DE DEZEMBRO DE 2021",ATP CLEAN AMERICA LATINA INDUSTRIA E COMÉRCIO DE SANEANTES LTDA,3.10109-1,MAXIFORM,5351.897504/2021-11,3.0109.0002.003-6,PRODUTO DE VENDA LIVRE,01/2032,BAMBOO + LATA AEROSSOL + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
16,"RESOLUÇÃO-RE Nº 4.866, DE 30 DE DEZEMBRO DE 2021",ATREVIDA COMERCIO DE PRODUTOS DE LIMPEZA LTDA-ME,3.01635-6,PEDRA SANITÁRIA PUBLIC 25G,5351.711272/2021-12,3.1635.0003.001-5,PRODUTO DE VENDA LIVRE,01/2032,LAVANDA + FILME DE POLIPROPILENO + CAIXA DE CARTOLINA,12 Meses,3103021 DESODORIZANTE PARA APARELHOS SANITÁRIOS,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
17,"RESOLUÇÃO-RE Nº 4.866, DE 30 DE DEZEMBRO DE 2021",ATREVIDA COMERCIO DE PRODUTOS DE LIMPEZA LTDA-ME,3.01635-6,PEDRA SANITÁRIA PUBLIC 25G,5351.711272/2021-12,3.1635.0003.002-3,PRODUTO DE VENDA LIVRE,01/2032,MARINE + FILME DE POLIPROPILENO + CAIXA DE CARTOLINA,12 Meses,3103021 DESODORIZANTE PARA APARELHOS SANITÁRIOS,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
18,"RESOLUÇÃO-RE Nº 4.866, DE 30 DE DEZEMBRO DE 2021",ATREVIDA COMERCIO DE PRODUTOS DE LIMPEZA LTDA-ME,3.01635-6,PEDRA SANITÁRIA PUBLIC 25G,5351.711272/2021-12,3.1635.0003.003-1,PRODUTO DE VENDA LIVRE,01/2032,TUTTI FRUTTI + FILME DE POLIPROPILENO + CAIXA DE CARTOLINA,12 Meses,3103021 DESODORIZANTE PARA APARELHOS SANITÁRIOS,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
19,"RESOLUÇÃO-RE Nº 4.866, DE 30 DE DEZEMBRO DE 2021",ATREVIDA COMERCIO DE PRODUTOS DE LIMPEZA LTDA-ME,3.01635-6,PEDRA SANITÁRIA PUBLIC 25G,5351.711272/2021-12,3.1635.0003.004-1,PRODUTO DE VENDA LIVRE,01/2032,BAMBU + FILME DE POLIPROPILENO + CAIXA DE CARTOLINA,12 Meses,3103021 DESODORIZANTE PARA APARELHOS SANITÁRIOS,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
20,"RESOLUÇÃO-RE Nº 4.866, DE 30 DE DEZEMBRO DE 2021",BEQUISA INDÚSTRIA QUÍMICA DO BRASIL LTDA,3.01606-6,F3 FULMIPRAG FENDAS E FRESTAS,5351.135234/2007-01,3.1606.0081.001-8,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,07/2027,LATA AEROSSOL,2 Ano(s),3206025 INSETICIDA PARA EMPRESAS ESPECIALIZADAS,389 REG. SANEANTES - Alteração de Rotulagem de Produto,5068726/21-4,None
21,"RESOLUÇÃO-RE Nº 4.866, DE 30 DE DEZEMBRO DE 2021",BEQUISA INDÚSTRIA QUÍMICA DO BRASIL LTDA,3.01606-6,F3 FULMIPRAG FENDAS E FRESTAS,5351.135234/2007-01,3.1606.0081.001-8,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,07/2027,LATA AEROSSOL,2 Ano(s),3206025 INSETICIDA PARA EMPRESAS ESPECIALIZADAS,396 REG. SANEANTES - Alteração (Inclusão Ou Exclusão) de Fabricante,4667401/21-4,None
22,"RESOLUÇÃO-RE Nº 4.866, DE 30 DE DEZEMBRO DE 2021",BEQUISA INDÚSTRIA QUÍMICA DO BRASIL LTDA,3.01606-6,BLOCKMOLL,5351.171789/2013-74,3.1606.0090.001-7,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,06/2028,SACHET,2 Ano(s),3209016 MOLUSCICIDA,389 REG. SANEANTES - Alteração de Rotulagem de Produto,4590580/21-7,None
23,"RESOLUÇÃO-RE Nº 4.866, DE 30 DE DEZEMBRO DE 2021",BEQUISA INDÚSTRIA QUÍMICA DO BRASIL LTDA,3.01606-6,BLOCKMOLL,5351.171789/2013-74,3.1606.0090.002-5,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,06/2028,SACO PLASTICO,2 Ano(s),3209016 MOLUSCICIDA,389 REG. SANEANTES - Alteração de Rotulagem de Produto,4590580/21-7,None
24,"RESOLUÇÃO-RE Nº 4.866, DE 30 DE DEZEMBRO DE 2021",BEQUISA INDÚSTRIA QUÍMICA DO BRASIL LTDA,3.01606-6,BLOCKMOLL,5351.171789/2013-74,3.1606.0090.003-3,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,06/2028,SACO,2 Ano(s),3209016 MOLUSCICIDA,389 REG. SANEANTES - Alteração de Rotulagem de Produto,4590580/21-7,None
25,"RESOLUÇÃO-RE Nº 4.866, DE 30 DE DEZEMBRO DE 2021",BIOCLEAN - COMÉRCIO E INDÚSTRIA DE PRODUTOS DE LIMPEZA LTDA,3.04186-4,Alcaclean,5351.879027/2021-10,3.4186.0020.001-3,PRODUTO DE VENDA LIVR,01/2032,Alcaclean + BOMBONA PLASTICA + FILME PLASTICO,12 Meses,3222030 DESINCRUSTANTE ALCALINO,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
26,"RESOLUÇÃO-RE Nº 4.866, DE 30 DE DEZEMBRO DE 2021",Biomaxx Industria e comercio Ltda,3.09382-2,Detergente clorado gel Klean Clor,5351.174269/2021-13,3.9382.0006.001-6,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,Detergente clorado gel Klean Clor + BOMBONA PLASTICA OPACA + FILME DE POLIETILENO,6 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
27,"RESOLUÇÃO-RE Nº 4.866, DE 30 DE DEZEMBRO DE 2021",BRAZ CHEMICAL IND. E COM. DE PRODUTOS DE LIMPEZA LTDA EPP,3.10511-8,ÁGUA SANITÁRIA ÚNICO,5351.885128/2021-11,3.0511.0001.001-7,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,FRASCO DE PLASTICO OPACO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,6 Meses,3103033 ÁGUA SANITÁRIA,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
28,"RESOLUÇÃO-RE Nº 4.866, DE 30 DE DEZEMBRO DE 2021",BRAZ CHEMICAL IND. E COM. DE PRODUTOS DE LIMPEZA LTDA EPP,3.10511-8,ÁGUA SANITÁRIA ÚNICO,5351.885128/2021-11,3.0511.0001.002-5,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,GALAO PLASTICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,6 Meses,3103033 ÁGUA SANITÁRIA,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
29,"RESOLUÇÃO-RE Nº 4.866, DE 30 DE DEZEMBRO DE 2021",BRAZ CHEMICAL IND. E COM. DE PRODUTOS DE LIMPEZA LTDA EPP,3.10511-8,ÁGUA SANITÁRIA ÚNICO,5351.885128/2021-11,3.0511.0001.003-3,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,BOMBONA PLASTICA OPACA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,6 Meses,3103033 ÁGUA SANITÁRIA,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
30,"RESOLUÇÃO-RE Nº 4.866, DE 30 DE DEZEMBRO DE 2021",BRAZIL QUÍMICA - INDUSTRIA QUÍMICA LTDA.,3.02856-6,EXTERMINEITOR BLOCO,5351.879141/2021-31,3.2856.0035.001-9,PRODUTO DE VENDA LIVRE,01/2032,FILME DE POLIETILENO + CAIXA DE PAPELAO,24 Meses,3207013 RATICIDA DE VENDA LIVRE,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
31,"RESOLUÇÃO-RE Nº 4.866, DE 30 DE DEZEMBRO DE 2021",CALLAMARYS INDUSTRIA E COMERCIO DE COSMETICOS E SANEANTES LTDA,3.05881-1,ÁLCOOL TUPI 70° INPM,5351.541605/2014-28,3.5881.0001.005-0,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,11/2029,FRASCO PLASTICO TRANSLUCIDO 500ML+CAIXA DE PAPELÃO,24 Meses,3205029 DESINFETANTE HOSPITALAR PARA SUPERFÍCIES FIXAS E ARTIGOS NÃO CRÍTICOS,332 REG. SANEANTES - Nova Embalagem de Produto,4655329/21-1,None
32,"RESOLUÇÃO-RE Nº 4.866, DE 30 DE DEZEMBRO DE 2021",CHEMIE SAÚDE AMBIENTAL LTDA,3.09286-1,HIPOCLORITO DE CÁLCIO HYPO CLEAR,5351.866893/2021-32,3.9286.0013.001-4,PRODUTO DE VENDA LIVRE,01/2032,1 KG + SACO PLASTICO + CAIXA DE PAPELAO,24 Meses,3205045 DESINFETANTE PARA PISCINAS,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
33,"RESOLUÇÃO-RE Nº 4.866, DE 30 DE DEZEMBRO DE 2021",CHEMIE SAÚDE AMBIENTAL LTDA,3.09286-1,HIPOCLORITO DE CÁLCIO HYPO CLEAR,5351.866893/2021-32,3.9286.0013.002-2,PRODUTO DE VENDA LIVRE,01/2032,7 KG + BALDE PLASTICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205045 DESINFETANTE PARA PISCINAS,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
34,"RESOLUÇÃO-RE Nº 4.866, DE 30 DE DEZEMBRO DE 2021",CHEMIE SAÚDE AMBIENTAL LTDA,3.09286-1,HIPOCLORITO DE CÁLCIO HYPO CLEAR,5351.866893/2021-32,3.9286.0013.003-0,PRODUTO DE VENDA LIVRE,01/2032,10 KG + BALDE PLASTICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205045 DESINFETANTE PARA PISCINAS,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
35,"RESOLUÇÃO-RE Nº 4.866, DE 30 DE DEZEMBRO DE 2021",CHEMIE SAÚDE AMBIENTAL LTDA,3.09286-1,HIPOCLORITO DE CÁLCIO HYPO CLEAR,5351.866893/2021-32,3.9286.0013.004-9,PRODUTO DE VENDA LIVRE,01/2032,40 KG + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205045 DESINFETANTE PARA PISCINAS,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
36,"RESOLUÇÃO-RE Nº 4.866, DE 30 DE DEZEMBRO DE 2021",CHEMIE SAÚDE AMBIENTAL LTDA,3.09286-1,HIPOCLORITO DE CÁLCIO HYPO CLEAR,5351.866893/2021-32,3.9286.0013.005-7,PRODUTO DE VENDA LIVRE,01/2032,45 KG + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205045 DESINFETANTE PARA PISCINAS,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
37,"RESOLUÇÃO-RE Nº 4.866, DE 30 DE DEZEMBRO DE 2021",CHEMIE SAÚDE AMBIENTAL LTDA,3.09286-1,HIPOCLORITO DE CÁLCIO HYPO CLEAR,5351.866893/2021-32,3.9286.0013.006-5,PRODUTO DE VENDA LIVRE,01/2032,50 KG + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205045 DESINFETANTE PARA PISCINAS,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
38,"RESOLUÇÃO-RE Nº 4.866, DE 30 DE DEZEMBRO DE 2021",Clareza Produtos de limpeza Ltda,3.05520-3,DESENGRAXANTE CL-10 CLAREZA,5351.111595/2020-21,3.5520.0005.001-7,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,06/2030,BOMBONA PLASTICA,12 Meses,3103084 DESENGRAXANTE,389 REG. SANEANTES - Alteração de Rotulagem de Produto,4631980/21-4,None
39,"RESOLUÇÃO-RE Nº 4.866, DE 30 DE DEZEMBRO DE 2021",Clareza Produtos de limpeza Ltda,3.05520-3,DESENGRAXANTE CL-10 CLAREZA,5351.111595/2020-21,3.5520.0005.002-5,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,06/2030,BOMBONA PLASTICA,12 Meses,3103084 DESENGRAXANTE,389 REG. SANEANTES - Alteração de Rotulagem de Produto,4631980/21-4,METAFLIX AL
40,"RESOLUÇÃO-RE Nº 4.866, DE 30 DE DEZEMBRO DE 2021",Clareza Produtos de limpeza Ltda,3.05520-3,DESENGRAXANTE CL-10 CLAREZA,5351.111595/2020-21,3.5520.0005.003-3,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,06/2030,BOMBONA PLASTICA,12 Meses,3103084 DESENGRAXANTE,389 REG. SANEANTES - Alteração de Rotulagem de Produto,4631980/21-4,METAFLIX CI
41,"RESOLUÇÃO-RE Nº 4.866, DE 30 DE DEZEMBRO DE 2021",DIVERSEY BRASIL INDUSTRIA QUIMICA LTDA,3.02661-1,Diverclean Xtreme Acid,5351.922891/2021-31,3.2661.0303.001-1,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,Versão única + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3203018 DETERGENTE PROFISSIONAL DESINCRUSTANTE ÁCIDO,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
42,"RESOLUÇÃO-RE Nº 4.866, DE 30 DE DEZEMBRO DE 2021",DIVERSEY BRASIL INDUSTRIA QUIMICA LTDA,3.02661-1,Diverclean Xtreme Acid,5351.922891/2021-31,3.2661.0303.002-8,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,Versão única + BOMBONA PLASTICA + CAIXA DE PAPELAO,24 Meses,3203018 DETERGENTE PROFISSIONAL DESINCRUSTANTE ÁCIDO,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
43,"RESOLUÇÃO-RE Nº 4.866, DE 30 DE DEZEMBRO DE 2021",DIVERSEY BRASIL INDUSTRIA QUIMICA LTDA,3.02661-1,Diverclean Xtreme Acid,5351.922891/2021-31,3.2661.0303.003-6,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,Versão única + ACONDICIONAMENTO NAO PREVISTO NA TABELA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3203018 DETERGENTE PROFISSIONAL DESINCRUSTANTE ÁCIDO,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
44,"RESOLUÇÃO-RE Nº 4.866, DE 30 DE DEZEMBRO DE 2021",EUROMARKET COMÉRCI,3.02216-5,SANI-CLOTH HB PDI,5351.021856/00-51,3.2216.0001.001-7,,11/2005,ENVELOPE DE ALUMINIO E POLIETILENO,36 Meses,3205029 DESINFETANTE HOSPITALAR PARA SUPERFÍCIES FIXAS E ARTIGOS NÃO CRÍTICOS,335 REG. SANEANTES - Cancelamento de Registro de Produto a Pedido,4552911/21-0,None
45,"RESOLUÇÃO-RE Nº 4.866, DE 30 DE DEZEMBRO DE 2021",FANNY SILVANA DA SILVA PETIT LTDA - ME,3.03964-5,Água Sanitária Petit,5351.897597/2021-83,3.3964.0006.001-9,PRODUTO DE VENDA LIVRE,01/2032,BOMBONA PLASTICA OPACA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,6 Meses,3103033 ÁGUA SANITÁRIA,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
46,"RESOLUÇÃO-RE Nº 4.866, DE 30 DE DEZEMBRO DE 2021",FANNY SILVANA DA SILVA PETIT LTDA - ME,3.03964-5,Água Sanitária Petit,5351.897597/2021-83,3.3964.0006.002-7,PRODUTO DE VENDA LIVRE,01/2032,BOMBONA PLASTICA + CAIXA DE PAPELAO,6 Meses,3103033 ÁGUA SANITÁRIA,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
47,"RESOLUÇÃO-RE Nº 4.866, DE 30 DE DEZEMBRO DE 2021",FANNY SILVANA DA SILVA PETIT LTDA - ME,3.03964-5,Água Sanitária Petit,5351.897597/2021-83,3.3964.0006.003-5,PRODUTO DE VENDA LIVRE,01/2032,BOMBONA PLASTICA OPACA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,6 Meses,3103033 ÁGUA SANITÁRIA,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
48,"RESOLUÇÃO-RE Nº 4.866, DE 30 DE DEZEMBRO DE 2021",FANNY SILVANA DA SILVA PETIT LTDA - ME,3.03964-5,Água Sanitária Petit,5351.897597/2021-83,3.3964.0006.004-3,PRODUTO DE VENDA LIVRE,01/2032,FRASCO DE PLASTICO OPACO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,6 Meses,3103033 ÁGUA SANITÁRIA,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
49,"RESOLUÇÃO-RE Nº 4.866, DE 30 DE DEZEMBRO DE 2021",FANNY SILVANA DA SILVA PETIT LTDA - ME,3.03964-5,Água Sanitária Petit,5351.897597/2021-83,3.3964.0006.005-1,PRODUTO DE VENDA LIVRE,01/2032,FRASCO DE PLASTICO OPACO + CAIXA DE PAPELAO,6 Meses,3103033 ÁGUA SANITÁRIA,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
50,"RESOLUÇÃO-RE Nº 4.866, DE 30 DE DEZEMBRO DE 2021",HIGEX - INDÚSTRIA E COMÉRCIO DE PRODUTOS SANEANTES LTDA - EPP,3.04020-0,HIG DRY WIPES,5351.190825/2021-91,3.4020.0041.001-0,PRODUTO DE VENDA LIVR,01/2032,HIG DRY WIPES + POTE DE PLASTICO OPACO + CAIXA DE PAPELAO,12 Meses,3205053 DESINFETANTE PARA INDÚSTRIA ALIMENTÍCIA E AFINS,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
51,"RESOLUÇÃO-RE Nº 4.866, DE 30 DE DEZEMBRO DE 2021",HIGEX - INDÚSTRIA E COMÉRCIO DE PRODUTOS SANEANTES LTDA - EPP,3.04020-0,HIG DRY WIPES,5351.190825/2021-91,3.4020.0041.002-9,PRODUTO DE VENDA LIVR,01/2032,HIG DRY WIPES + BALDE PLASTICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,12 Meses,3205053 DESINFETANTE PARA INDÚSTRIA ALIMENTÍCIA E AFINS,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
52,"RESOLUÇÃO-RE Nº 4.866, DE 30 DE DEZEMBRO DE 2021",HIGEX - INDÚSTRIA E COMÉRCIO DE PRODUTOS SANEANTES LTDA - EPP,3.04020-0,HIG DRY WIPES,5351.190825/2021-91,3.4020.0041.003-7,PRODUTO DE VENDA LIVR,01/2032,HIG DRY WIPES + BALDE PLASTICO + CAIXA DE PAPELAO,12 Meses,3205053 DESINFETANTE PARA INDÚSTRIA ALIMENTÍCIA E AFINS,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
53,"RESOLUÇÃO-RE Nº 4.866, DE 30 DE DEZEMBRO DE 2021",Higiemaster Sul Industria e Comércio de Saneantes - Eireli-ME,3.06960-0,TOP LAV CLOR,5351.023261/2019-67,3.6960.0010.001-2,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,05/2024,BOMBONA PLASTICA TRANSPARENTE + CAIXA DE PAPELAO,12 Meses,3222030 DESINCRUSTANTE ALCALINO,389 REG. SANEANTES - Alteração de Rotulagem de Produto,4587255/21-1,None
