,RESOLUCAO,EMPRESA,AUTORIZACAO,NOME_PRODUTO_MARCA,NUMERO_PROCESSO,NUMERO_REGISTRO,VENDA_EMPREGO,VENCIMENTO,APRESENTACAO,VALIDADE_PRODUTO,CATEGORIA,ASSUNTO_PETICAO,EXPEDIENTE_PETICAO,VERSAO
10,"RESOLUÇÃO-RE Nº 361, DE 3 DE FEVEREIRO DE 2022",AMAZON QUÍMICA INDUSTRIA E COMÉRCIO DE PRODUTOS QUÍMICOS LTDA,3.08167-4,DESINFETANTE PARA USO GERAL QUALYBRILL,5351.909915/2020-85,3.8167.0002.008-3,PRODUTO DE VENDA LIVRE,01/2031,GALAO PLASTICO,24 Meses,3205061 DESINFETANTE PARA USO GERAL,389 REG. SANEANTES - Alteração de Rotulagem de Produto,1060525/21-6,MILFLORES
11,"RESOLUÇÃO-RE Nº 361, DE 3 DE FEVEREIRO DE 2022",AMAZON QUÍMICA INDUSTRIA E COMÉRCIO DE PRODUTOS QUÍMICOS LTDA,3.08167-4,DESINFETANTE PARA USO GERAL QUALYBRILL,5351.909915/2020-85,3.8167.0002.009-1,PRODUTO DE VENDA LIVRE,01/2031,FRASCO,24 Meses,3205061 DESINFETANTE PARA USO GERAL,389 REG. SANEANTES - Alteração de Rotulagem de Produto,1060525/21-6,EUCALIPTO
12,"RESOLUÇÃO-RE Nº 361, DE 3 DE FEVEREIRO DE 2022",AMAZON QUÍMICA INDUSTRIA E COMÉRCIO DE PRODUTOS QUÍMICOS LTDA,3.08167-4,DESINFETANTE PARA USO GERAL QUALYBRILL,5351.909915/2020-85,3.8167.0002.010-5,PRODUTO DE VENDA LIVRE,01/2031,GALAO PLASTICO,24 Meses,3205061 DESINFETANTE PARA USO GERAL,389 REG. SANEANTES - Alteração de Rotulagem de Produto,1060525/21-6,EUCALIPTO
13,"RESOLUÇÃO-RE Nº 361, DE 3 DE FEVEREIRO DE 2022",AMAZON QUÍMICA INDUSTRIA E COMÉRCIO DE PRODUTOS QUÍMICOS LTDA,3.08167-4,DESINFETANTE PARA USO GERAL QUALYBRILL,5351.909915/2020-85,3.8167.0002.011-3,PRODUTO DE VENDA LIVRE,01/2031,FRASCO,24 Meses,3205061 DESINFETANTE PARA USO GERAL,389 REG. SANEANTES - Alteração de Rotulagem de Produto,1060525/21-6,TALCO
14,"RESOLUÇÃO-RE Nº 361, DE 3 DE FEVEREIRO DE 2022",AMAZON QUÍMICA INDUSTRIA E COMÉRCIO DE PRODUTOS QUÍMICOS LTDA,3.08167-4,DESINFETANTE PARA USO GERAL QUALYBRILL,5351.909915/2020-85,3.8167.0002.012-1,PRODUTO DE VENDA LIVRE,01/2031,GALAO PLASTICO,24 Meses,3205061 DESINFETANTE PARA USO GERAL,389 REG. SANEANTES - Alteração de Rotulagem de Produto,1060525/21-6,TALCO
15,"RESOLUÇÃO-RE Nº 361, DE 3 DE FEVEREIRO DE 2022",American Nutrients do Brasil Indústria e Comércio Ltda.,3.05522-1,VANTOTREX,5351.706204/2019-17,3.5522.0018.009-7,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,02/2030,TAMBOR PLASTICO + FILME DE POLIETILENO. VANTOTREX CLEAN,24 Meses,3205061 DESINFETANTE PARA USO GERAL,331 REG. SANEANTES - Nova versão de Produto,0128136/22-7,None
16,"RESOLUÇÃO-RE Nº 361, DE 3 DE FEVEREIRO DE 2022",American Nutrients do Brasil Indústria e Comércio Ltda.,3.05522-1,VANTOTREX,5351.706204/2019-17,3.5522.0018.010-0,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,02/2030,BOMBONA PLASTICA + CAIXA DE PAPELAO.VANTOTREX CLEAN.,24 Meses,3205061 DESINFETANTE PARA USO GERAL,331 REG. SANEANTES - Nova versão de Produto,0128136/22-7,None
17,"RESOLUÇÃO-RE Nº 361, DE 3 DE FEVEREIRO DE 2022",American Nutrients do Brasil Indústria e Comércio Ltda.,3.05522-1,VANTOTREX,5351.706204/2019-17,3.5522.0018.011-9,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,02/2030,BALDE PLASTICO + FILME DE POLIETILENO.VANTOTREX CLEAN.,24 Meses,3205061 DESINFETANTE PARA USO GERAL,331 REG. SANEANTES - Nova versão de Produto,0128136/22-7,None
18,"RESOLUÇÃO-RE Nº 361, DE 3 DE FEVEREIRO DE 2022",American Nutrients do Brasil Indústria e Comércio Ltda.,3.05522-1,VANTOTREX,5351.706204/2019-17,3.5522.0018.012-7,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,02/2030,FRASCO DE PLASTICO OPACO + CAIXA DE PAPELAO.VANTOTREX CLEAN.,24 Meses,3205061 DESINFETANTE PARA USO GERAL,331 REG. SANEANTES - Nova versão de Produto,0128136/22-7,None
19,"RESOLUÇÃO-RE Nº 361, DE 3 DE FEVEREIRO DE 2022",Archote Indústria Química Ltda,3.00524-6,AGIPRO DEEP WASH HIPOCLORITO DE SÓDIO,5351.720764/2012-76,3.0524.0032.001-1,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,04/2028,GALAO PLASTICO,6 Meses,3205061 DESINFETANTE PARA USO GERAL,389 REG. SANEANTES - Alteração de Rotulagem de Produto,2504086/21-1,None
20,"RESOLUÇÃO-RE Nº 361, DE 3 DE FEVEREIRO DE 2022",AUDAXCO INDUSTRIA E COMERCIO LTDA.,3.01512-0,ASSERT PRONTO USO,5351.042746/2022-55,3.1512.0022.001-1,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,02/2032,FRASCO DE PLASTICO OPACO SPRAY + CAIXA DE PAPELAO,24 Meses,3205029 DESINFETANTE HOSPITALAR PARA SUPERFÍCIES FIXAS E ARTIGOS NÃO CRÍTICOS,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
21,"RESOLUÇÃO-RE Nº 361, DE 3 DE FEVEREIRO DE 2022",AUDAXCO INDUSTRIA E COMERCIO LTDA.,3.01512-0,CONCENTRAX PORCELANATOS & CERÂMICAS,5351.067119/2021-46,3.1512.0023.001-5,PRODUTO DE VENDA LIVRE,02/2032,CONCENTRAX REMOVEDOR DE CIMENTO & REJUNTES + FRASCO + CAIXA DE PAPELAO,24 Meses,3222029 DESINCRUSTANTE ÁCIDO,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
22,"RESOLUÇÃO-RE Nº 361, DE 3 DE FEVEREIRO DE 2022",AUDAXCO INDUSTRIA E COMERCIO LTDA.,3.01512-0,CONCENTRAX REMOVEDOR DE CIMENTO & REJUNTES,5351.069062/2021-10,3.1512.0024.001-0,PRODUTO DE VENDA LIVRE,02/2032,CONCENTRAX REMOVEDOR DE CIMENTO & REJUNTES + FRASCO + CAIXA DE PAPELAO,24 Meses,3222029 DESINCRUSTANTE ÁCIDO,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
23,"RESOLUÇÃO-RE Nº 361, DE 3 DE FEVEREIRO DE 2022",BASTON INDÚSTRIA DE AEROSSOIS LTDA,3.04067-3,MULTI INSETICIDA ULTRA INSET,5351.077957/2010-12,3.4067.0001.001-8,PRODUTO DE VENDA LIVRE,04/2030,TUBO DE FLANDRES,24 Meses,3206017 INSETICIDA DE VENDA LIVRE,330 REG. SANEANTES - Modificação de Fórmula de Produto,4453021/21-6,None
24,"RESOLUÇÃO-RE Nº 361, DE 3 DE FEVEREIRO DE 2022",BLAUERMANN TECNOLOGIA EM HIGIENE LTDA,3.08849-1,SUPER CLORO BLAUERMANN,5351.757693/2020-17,3.8849.0008.001-7,PRODUTO DE VENDA LIVRE,02/2031,GALÃO PLÁSTICO,6 Meses,4300215 ALVEJANTE CLORADO,389 REG. SANEANTES - Alteração de Rotulagem de Produto,8522819/21-1,None
25,"RESOLUÇÃO-RE Nº 361, DE 3 DE FEVEREIRO DE 2022",BOMBRIL S/A,3.00589-1,SAPÓLIO RADIUM CREMOSO ANTIBAC,5351.568234/2021-33,3.0589.0266.001-0,PRODUTO DE VENDA LIVRE,02/2032,- + FRASCO + CAIXA DE PAPELAO,24 Meses,3102106 SAPONÁCEO,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
26,"RESOLUÇÃO-RE Nº 361, DE 3 DE FEVEREIRO DE 2022",CITROMAX INDUSTRIA E COMERCIO LTDA EPP,3.02923-7,PIK NEEM PRONTO USO,5351.026301/2022-28,3.2923.0169.001-5,PRODUTO DE VENDA LIVRE,02/2032,FRASCO DE PLASTICO OPACO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3222019 JARDINAGEM AMADORA,30020 REG. SANEANTES - Registro de produtos saneantes,0214375/22-6,None
27,"RESOLUÇÃO-RE Nº 361, DE 3 DE FEVEREIRO DE 2022",CITROMAX INDUSTRIA E COMERCIO LTDA EPP,3.02923-7,HERBICIDA GLIFOSATO 10% CITROMAX,5351.026305/2022-14,3.2923.0170.001-0,PRODUTO DE VENDA LIVRE,02/2032,FRASCO DE PLASTICO OPACO + CAIXA DE PAPELAO,24 Meses,3222019 JARDINAGEM AMADORA,30020 REG. SANEANTES - Registro de produtos saneantes,0214375/22-6,None
28,"RESOLUÇÃO-RE Nº 361, DE 3 DE FEVEREIRO DE 2022",CITROMAX INDUSTRIA E COMERCIO LTDA EPP,3.02923-7,PIK NEEM CONCENTRADO,5351.026312/2022-16,3.2923.0171.001-6,PRODUTO DE VENDA LIVRE,02/2032,FRASCO DE PLASTICO OPACO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3222019 JARDINAGEM AMADORA,30020 REG. SANEANTES - Registro de produtos saneantes,0214375/22-6,None
29,"RESOLUÇÃO-RE Nº 361, DE 3 DE FEVEREIRO DE 2022",CITROMAX INDUSTRIA E COMERCIO LTDA EPP,3.02923-7,MOSQUICIDA PIKTRINE SPRAY,5351.026319/2022-20,3.2923.0168.001-1,PRODUTO DE VENDA LIVRE,02/2032,FRASCO DE PLASTICO OPACO + CAIXA DE PAPELAO,24 Meses,3206017 INSETICIDA DE VENDA LIVRE,30020 REG. SANEANTES - Registro de produtos saneantes,0214375/22-6,None
30,"RESOLUÇÃO-RE Nº 361, DE 3 DE FEVEREIRO DE 2022",CITROMAX INDUSTRIA E COMERCIO LTDA EPP,3.02923-7,GLIFOSATO POWER CITROMAX MAX 20,5351.152530/2018-11,3.2923.0126.001-0,PRODUTO DE VENDA LIVRE,06/2028,FRASCO DE PLASTICO OPACO + CAIXA DE PAPELAO,24 Meses,3222019 JARDINAGEM AMADORA,330 REG. SANEANTES - Modificação de Fórmula de Produto,0214375/22-6,None
31,"RESOLUÇÃO-RE Nº 361, DE 3 DE FEVEREIRO DE 2022",COMOLIMPA INDUSTRIA QUIMICA LTDA,3.02091-2,ÁGUA SANITÁRIA ZAB,5351.121870/2010-71,3.2091.0011.001-3,PRODUTO DE VENDA LIVRE,03/2030,FRASCO DE PLASTICO OPACO + CAIXA DE PAPELAO,6 Meses,3103033 ÁGUA SANITÁRIA,330 REG. SANEANTES - Modificação de Fórmula de Produto,0153485/22-1,None
32,"RESOLUÇÃO-RE Nº 361, DE 3 DE FEVEREIRO DE 2022",COMOLIMPA INDUSTRIA QUIMICA LTDA,3.02091-2,ÁGUA SANITÁRIA ZAB,5351.121870/2010-71,3.2091.0011.002-1,PRODUTO DE VENDA LIVRE,03/2030,BOMBONA PLASTICA OPACA + CAIXA DE PAPELAO,6 Meses,3103033 ÁGUA SANITÁRIA,330 REG. SANEANTES - Modificação de Fórmula de Produto,0153485/22-1,None
33,"RESOLUÇÃO-RE Nº 361, DE 3 DE FEVEREIRO DE 2022",DIVERSEY BRASIL INDUSTRIA QUIMICA LTDA,3.02661-1,JATO,5351.065040/2003-07,3.2661.0172.001-9,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2029,BOMBONA PLASTICA,24 Meses,3202038 REMOVEDOR,330 REG. SANEANTES - Modificação de Fórmula de Produto,8453365/21-1,None
34,"RESOLUÇÃO-RE Nº 361, DE 3 DE FEVEREIRO DE 2022",ECOLAB QUÍMICA LTDA,3.00053-9,LIQUID LAUNDRY OXYGEN BLEACH LT,5351.563605/2021-91,3.0053.0943.001-9,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,02/2032,UNICA + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,6 Meses,3222050 DESINFETANTE PARA ROUPAS HOSPITALARES,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
35,"RESOLUÇÃO-RE Nº 361, DE 3 DE FEVEREIRO DE 2022",ECOLAB QUÍMICA LTDA,3.00053-9,LIQUID LAUNDRY OXYGEN BLEACH LT,5351.563605/2021-91,3.0053.0943.002-7,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,02/2032,UNICA + BOMBONA PLASTICA + CAIXA DE PAPELAO,6 Meses,3222050 DESINFETANTE PARA ROUPAS HOSPITALARES,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
36,"RESOLUÇÃO-RE Nº 361, DE 3 DE FEVEREIRO DE 2022",ECOLAB QUÍMICA LTDA,3.00053-9,LIQUID LAUNDRY OXYGEN BLEACH LT,5351.563605/2021-91,3.0053.0943.003-5,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,02/2032,UNICA + TAMBOR PLASTICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,6 Meses,3222050 DESINFETANTE PARA ROUPAS HOSPITALARES,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
37,"RESOLUÇÃO-RE Nº 361, DE 3 DE FEVEREIRO DE 2022",ECOLAB QUÍMICA LTDA,3.00053-9,LIQUID LAUNDRY OXYGEN BLEACH LT,5351.563605/2021-91,3.0053.0943.004-3,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,02/2032,UNICA + ACONDICIONAMENTO NAO PREVISTO NA TABELA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,6 Meses,3222050 DESINFETANTE PARA ROUPAS HOSPITALARES,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
38,"RESOLUÇÃO-RE Nº 361, DE 3 DE FEVEREIRO DE 2022",EVALAR ABC QUIMICA LTDA ME,3.02905-5,MEDICONTROLZYME,5351.406242/2021-97,3.2905.0038.001-1,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,02/2032,FRASCO DE PLASTICO TRANSPARENTE + SACO PLASTICO TRANSPARENTE,24 Meses,3222020 DETERGENTE ENZIMÁTICO,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
39,"RESOLUÇÃO-RE Nº 361, DE 3 DE FEVEREIRO DE 2022",EVALAR ABC QUIMICA LTDA ME,3.02905-5,MEDICONTROLZYME,5351.406242/2021-97,3.2905.0038.002-8,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,02/2032,GALAO PLASTICO + SACO PLASTICO TRANSPARENTE,24 Meses,3222020 DETERGENTE ENZIMÁTICO,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
40,"RESOLUÇÃO-RE Nº 361, DE 3 DE FEVEREIRO DE 2022",FERREIRA PRODUTOS DE LIMPEZA LTDA-ME,3.03012-6,DESINFETANTE DA CASA,5351.302255/2021-98,3.3012.0004.001-8,PRODUTO DE VENDA LIVRE,02/2032,LAVANDA + FRASCO DE PLASTICO TRANSPARENTE COM VALVULA DOSADORA + CAIXA DE PAPELAO,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
41,"RESOLUÇÃO-RE Nº 361, DE 3 DE FEVEREIRO DE 2022",FERREIRA PRODUTOS DE LIMPEZA LTDA-ME,3.03012-6,DESINFETANTE DA CASA,5351.302255/2021-98,3.3012.0004.002-6,PRODUTO DE VENDA LIVRE,02/2032,FLORAL + FRASCO DE PLASTICO TRANSPARENTE COM VALVULA DOSADORA + CAIXA DE PAPELAO,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
42,"RESOLUÇÃO-RE Nº 361, DE 3 DE FEVEREIRO DE 2022",FERREIRA PRODUTOS DE LIMPEZA LTDA-ME,3.03012-6,DESINFETANTE DA CASA,5351.302255/2021-98,3.3012.0004.003-4,PRODUTO DE VENDA LIVRE,02/2032,PINHO + FRASCO DE PLASTICO TRANSPARENTE COM VALVULA DOSADORA + CAIXA DE PAPELAO,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
43,"RESOLUÇÃO-RE Nº 361, DE 3 DE FEVEREIRO DE 2022",FERREIRA PRODUTOS DE LIMPEZA LTDA-ME,3.03012-6,DESINFETANTE DA CASA,5351.302255/2021-98,3.3012.0004.004-2,PRODUTO DE VENDA LIVRE,02/2032,MARINE + FRASCO DE PLASTICO TRANSPARENTE COM VALVULA DOSADORA + CAIXA DE PAPELAO,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
44,"RESOLUÇÃO-RE Nº 361, DE 3 DE FEVEREIRO DE 2022",FLORA PRODUTOS DE HIGIENE E LIMPEZA S.A,3.03548-9,DESINFETANTE PERFUMADO MINUANO,5351.007290/2008-29,3.3548.0001.001-3,PRODUTO DE VENDA LIVRE,06/2028,FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO,2 Ano(s),3205061 DESINFETANTE PARA USO GERAL,389 REG. SANEANTES - Alteração de Rotulagem de Produto,4485072/21-5,EUCALIPTO
45,"RESOLUÇÃO-RE Nº 361, DE 3 DE FEVEREIRO DE 2022",FLORA PRODUTOS DE HIGIENE E LIMPEZA S.A,3.03548-9,DESINFETANTE PERFUMADO MINUANO,5351.007290/2008-29,3.3548.0001.002-1,PRODUTO DE VENDA LIVRE,06/2028,FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO,2 Ano(s),3205061 DESINFETANTE PARA USO GERAL,389 REG. SANEANTES - Alteração de Rotulagem de Produto,4485072/21-5,LAVANDA
46,"RESOLUÇÃO-RE Nº 361, DE 3 DE FEVEREIRO DE 2022",FLORA PRODUTOS DE HIGIENE E LIMPEZA S.A,3.03548-9,DESINFETANTE PERFUMADO MINUANO,5351.007290/2008-29,3.3548.0001.003-1,PRODUTO DE VENDA LIVRE,06/2028,FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO,2 Ano(s),3205061 DESINFETANTE PARA USO GERAL,389 REG. SANEANTES - Alteração de Rotulagem de Produto,4485072/21-5,HERBAL
47,"RESOLUÇÃO-RE Nº 361, DE 3 DE FEVEREIRO DE 2022",FLORA PRODUTOS DE HIGIENE E LIMPEZA S.A,3.03548-9,DESINFETANTE PERFUMADO MINUANO,5351.007290/2008-29,3.3548.0001.004-8,PRODUTO DE VENDA LIVRE,06/2028,FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO,2 Ano(s),3205061 DESINFETANTE PARA USO GERAL,389 REG. SANEANTES - Alteração de Rotulagem de Produto,4485072/21-5,FLORAL
48,"RESOLUÇÃO-RE Nº 361, DE 3 DE FEVEREIRO DE 2022",FLORA PRODUTOS DE HIGIENE E LIMPEZA S.A,3.03548-9,DESINFETANTE PERFUMADO MINUANO,5351.007290/2008-29,3.3548.0001.006-4,PRODUTO DE VENDA LIVRE,06/2028,FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO,2 Ano(s),3205061 DESINFETANTE PARA USO GERAL,389 REG. SANEANTES - Alteração de Rotulagem de Produto,4485072/21-5,MARINE
49,"RESOLUÇÃO-RE Nº 361, DE 3 DE FEVEREIRO DE 2022",FLORA PRODUTOS DE HIGIENE E LIMPEZA S.A,3.03548-9,DESINFETANTE PERFUMADO MINUANO,5351.007290/2008-29,3.3548.0001.010-2,PRODUTO DE VENDA LIVRE,06/2028,FRASCO DE PLÁSTICO TRANSLÚCIDO,2 Ano(s),3205061 DESINFETANTE PARA USO GERAL,389 REG. SANEANTES - Alteração de Rotulagem de Produto,4485072/21-5,EUCALIPTO
50,"RESOLUÇÃO-RE Nº 361, DE 3 DE FEVEREIRO DE 2022",FLORA PRODUTOS DE HIGIENE E LIMPEZA S.A,3.03548-9,DESINFETANTE PERFUMADO MINUANO,5351.007290/2008-29,3.3548.0001.011-0,PRODUTO DE VENDA LIVRE,06/2028,FRASCO DE PLÁSTICO TRANSLÚCIDO,2 Ano(s),3205061 DESINFETANTE PARA USO GERAL,389 REG. SANEANTES - Alteração de Rotulagem de Produto,4485072/21-5,LAVANDA
51,"RESOLUÇÃO-RE Nº 361, DE 3 DE FEVEREIRO DE 2022",FLORA PRODUTOS DE HIGIENE E LIMPEZA S.A,3.03548-9,DESINFETANTE PERFUMADO MINUANO,5351.007290/2008-29,3.3548.0001.012-9,PRODUTO DE VENDA LIVRE,06/2028,FRASCO DE PLÁSTICO TRANSLÚCIDO,2 Ano(s),3205061 DESINFETANTE PARA USO GERAL,389 REG. SANEANTES - Alteração de Rotulagem de Produto,4485072/21-5,FLORAL
52,"RESOLUÇÃO-RE Nº 361, DE 3 DE FEVEREIRO DE 2022",FLORA PRODUTOS DE HIGIENE E LIMPEZA S.A,3.03548-9,DESINFETANTE PERFUMADO MINUANO,5351.007290/2008-29,3.3548.0001.013-7,PRODUTO DE VENDA LIVRE,06/2028,FRASCO DE PLÁSTICO TRANSLÚCIDO,2 Ano(s),3205061 DESINFETANTE PARA USO GERAL,389 REG. SANEANTES - Alteração de Rotulagem de Produto,4485072/21-5,HERBAL
53,"RESOLUÇÃO-RE Nº 361, DE 3 DE FEVEREIRO DE 2022",FLORA PRODUTOS DE HIGIENE E LIMPEZA S.A,3.03548-9,DESINFETANTE PERFUMADO MINUANO,5351.007290/2008-29,3.3548.0001.014-5,PRODUTO DE VENDA LIVRE,06/2028,FRASCO DE PLÁSTICO TRANSLÚCIDO,2 Ano(s),3205061 DESINFETANTE PARA USO GERAL,389 REG. SANEANTES - Alteração de Rotulagem de Produto,4485072/21-5,MARINE
54,"RESOLUÇÃO-RE Nº 361, DE 3 DE FEVEREIRO DE 2022",GROW QUIMICA E FARMACEUTICA LTDA.,3.04407-8,PROACTION AS 100 - DETERGENTE ENZIMÁTICO,5351.103555/2014-16,3.4407.0009.001-1,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,06/2029,FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO,24 Meses,3222020 DETERGENTE ENZIMÁTICO,389 REG. SANEANTES - Alteração de Rotulagem de Produto,0350168/22-9,None
